,Sales
321886,5005
830530,6091
477413,6959
630355,0
519255,3908
40133,6433
980457,0
130617,6130
152911,11155
588766,5338
187975,3175
886277,2973
959474,4385
66633,3843
802190,6281
39282,10016
20031,4454
664633,12273
81866,10399
840012,4522
539816,4141
925052,10104
299711,4072
320842,6362
322774,10938
295924,4901
164391,5984
899265,4854
501472,5921
562849,6778
328987,8302
723774,3235
673732,4658
5461,5765
443001,4386
367311,5523
438107,6190
634984,8476
975161,5414
477053,6801
1013813,6665
276932,0
972633,0
263551,4429
27632,0
912065,7341
565051,0
139669,5653
737391,4496
850944,6117
525382,5818
907906,10029
536421,0
171965,6937
259876,11206
516537,7460
391151,7728
130649,5344
34606,6397
968699,6706
163133,6744
507518,4255
767795,9547
235186,15244
623660,4027
727624,8987
174845,4217
116392,10217
24390,11423
289833,6543
766300,4114
603149,7494
682041,6699
750930,4352
424143,11296
711171,2431
438648,4439
329938,7603
521337,0
252719,6010
203972,5802
564179,6737
75650,3381
337865,4139
846479,7388
638952,0
261756,11269
784655,3237
55443,3908
215030,4789
484495,3896
393283,12281
1004400,17934
1013372,0
479328,0
346934,10140
244947,8816
995101,6971
519299,5265
975533,8472
246826,4629
440467,2959
859403,4207
237522,21140
920529,17603
823992,0
82157,7729
479941,0
965559,6920
99916,7186
287032,15876
892958,0
245731,6829
440526,4484
132715,12086
955949,6514
175707,12978
279846,6474
282570,0
247914,4874
665926,4568
379229,9210
138427,11272
873295,0
19461,0
817118,3071
82202,8256
228258,0
743275,4141
352729,9454
871601,12702
488545,8474
665844,7866
801534,0
562178,12277
870320,2898
206209,8039
228786,8149
299677,4820
421965,6482
138466,8626
110181,5460
556262,0
942365,5078
753319,0
933056,6718
736360,11700
182989,7251
71061,2534
623005,4858
579870,3466
245450,10852
498555,5197
422408,4647
440334,2556
717658,32170
646686,3929
565585,5490
731360,0
261446,7526
112519,4824
272079,6895
795189,3863
734197,7042
617146,5793
212481,6599
326495,0
766979,21071
979758,4538
410657,0
147325,8527
912531,4481
835080,7619
596869,7018
765012,0
330553,8739
282360,5899
88470,0
600046,5724
991041,8720
51804,8595
284200,0
312653,4271
392804,9580
408151,7034
849078,6790
286592,0
145247,0
476655,17588
23312,5132
902656,5147
434627,6734
144336,0
122023,4841
467462,19367
920984,6093
3979,0
337090,7844
514224,5069
229974,4696
32753,9370
972369,14236
716821,8909
113207,4151
764630,0
326844,7916
464052,6627
969402,3442
934071,7162
889560,8024
179315,0
844974,7783
246346,6883
178098,7791
183555,5832
899542,5617
709604,10309
57204,4761
956947,9041
53872,9367
749096,7141
238670,3406
925073,7606
883470,3506
883161,2892
742104,9203
6263,6783
652404,4325
937774,5298
57952,0
343223,7675
685572,0
171127,6704
621923,12326
897012,0
992935,13988
60925,0
561957,9521
362044,6473
473062,3308
576335,6101
849358,6598
520735,5853
206273,6325
876679,4861
634263,7314
569683,9049
231860,3990
560810,9310
656097,6982
397104,0
632620,2286
112696,4557
596382,7750
900826,4709
532528,3174
537303,0
947336,0
776140,3956
954974,4080
336398,6661
434845,6564
887685,10086
534334,10775
286514,15412
700206,11189
963611,5108
823225,6655
74100,7708
37340,3705
349770,0
946919,5910
64952,0
17881,5379
916028,5680
407102,0
455456,3850
402120,5364
321000,9336
657071,0
848247,4543
7231,4724
919619,3892
439348,10200
931294,0
552849,6933
824773,0
865771,6071
210288,0
474957,4759
916229,5677
280663,0
191466,5553
666963,15383
918153,5601
380256,9787
669249,5766
781894,5508
843283,0
632594,4945
354392,12282
599274,6405
386619,0
183186,7121
421820,4179
15660,5940
17039,8291
410337,6379
842845,6983
738460,3724
169559,5366
265506,5512
313995,0
31788,7328
323809,0
117536,0
367122,8905
749678,7135
482018,6558
720826,7642
964882,8656
59494,6393
222272,9780
55020,4083
214576,4420
36042,5984
204042,9360
637139,4486
409678,10577
187122,0
23572,6344
652218,4945
787434,4251
580389,8578
12128,5775
833833,5349
676516,3096
892364,6685
192321,8445
691881,10184
311464,9434
837542,0
875538,4942
16800,7619
359249,9731
102509,6244
552660,5930
231345,6384
1006113,3744
996064,14229
912286,9106
251122,4148
170939,7574
161429,5699
584758,3200
60567,7816
539325,2732
740769,6017
50489,7977
428271,11624
605473,12887
126215,7615
838250,10252
194721,6105
816441,6023
965901,12245
199703,4760
984028,6250
39188,7068
860101,5511
924400,16144
933790,5851
403479,3661
38146,0
1003166,3103
239424,4660
216840,0
1004279,7550
201220,5296
400318,6285
863313,6915
456659,4215
212967,0
918990,4681
238083,18205
112369,0
819242,3767
90556,9747
842442,6240
907246,0
131278,9816
719141,5016
599641,0
681221,0
950299,5398
217702,4828
578683,6715
292,0
214,6463
828574,0
887021,0
197430,5872
609229,0
268599,6135
252048,6804
754017,2965
601259,3369
457812,12150
919682,3735
713404,7732
175884,9699
892637,5722
30633,9071
1012664,6864
163581,3414
149357,4171
732114,5757
640267,2578
666714,3490
972888,4062
553471,0
352632,0
779654,5885
459268,6233
521808,0
979451,4939
932143,8978
225283,7675
334970,7606
465415,8774
925062,5648
88378,5017
517315,0
894015,7849
392439,6814
208780,6858
529424,7191
919406,5321
132171,4832
206624,7668
220623,5972
734181,5363
605461,8462
474509,4615
1013495,0
458523,8815
117523,9396
750944,4417
71864,5010
202769,6577
258352,4579
428607,16714
271191,4854
478385,0
44875,0
254547,0
194440,6028
510501,11918
361973,4146
711643,0
75861,0
892481,6425
812634,8476
492254,3792
558982,5199
746513,0
397460,5260
43799,0
361594,8881
797114,5848
512148,16682
902156,4250
602391,5577
420052,5722
757079,18376
377621,0
707762,3388
694725,9639
510594,18747
552200,0
89348,3275
189926,6221
451489,3229
909674,3967
635095,11358
437000,7496
285601,0
424549,10536
907324,7843
913898,4841
877438,0
355476,0
864764,2823
801947,0
1016890,4745
109954,6357
250333,4184
868611,4459
635112,0
559504,6339
764912,8316
577343,5142
416115,5401
596966,0
643511,0
439500,8161
666018,4309
651616,7086
199413,6959
82738,5566
368392,4722
874067,7687
534108,0
875939,0
904935,0
384652,4599
740155,4712
367294,4566
209764,3022
464001,0
514939,9489
444022,0
895647,9001
983272,0
504369,5635
565330,7191
878577,9108
473407,6277
418083,8609
274068,3745
299199,5591
187056,8725
21155,7714
254946,5590
630967,9830
934374,5685
234172,6366
806547,5032
863995,5769
956298,5260
581396,5569
270804,0
834154,0
625100,9772
723195,3078
854922,6722
397458,0
590475,0
338432,8500
199852,4382
807440,6874
191597,4852
104906,6748
798129,6611
342300,7164
120614,8034
1015533,0
571090,7987
950236,3263
966607,5994
934964,0
271894,6897
235650,6919
5847,5307
755430,8666
496473,8397
376624,5099
904216,7715
823722,0
753252,9948
702077,6015
621729,8596
55402,3341
503787,13075
275834,7901
725807,4127
45097,6880
720026,8472
599798,7151
616186,8765
255003,4570
178407,1959
521778,0
621922,7157
636047,0
186527,0
39905,4196
17311,7140
224200,5989
565284,8338
429230,16641
12815,5194
828734,9248
191281,5423
236144,6948
939440,0
122706,5221
424416,11337
867720,4636
369481,2824
827858,9080
608534,0
44823,6915
901282,3143
637018,7508
150167,4401
950198,3894
54997,5396
692144,9218
202492,5044
355944,8227
848625,6515
375214,10662
251873,5582
90060,3951
308215,4004
644426,0
669739,5777
873044,2529
770438,0
158392,0
888501,10436
921069,0
40776,0
392471,9050
157572,5044
1010921,7049
658111,0
653419,7579
504086,7159
331061,5278
577107,0
1008439,4874
494150,6686
174825,5057
560793,0
841297,3743
866157,0
910948,12795
26885,0
185641,0
760268,3729
342892,0
891787,9278
503199,11373
378170,6190
482399,0
886667,7372
433802,5084
906939,8963
191612,6760
359865,2857
1005612,6425
337175,6058
683032,4259
347570,7306
140942,7040
504654,4513
907867,4412
297302,0
282376,7392
294502,4761
122398,0
993817,9112
648968,0
557203,4697
675672,6331
49005,6097
382874,3812
12911,4525
552851,0
551542,7910
413131,6477
353300,9881
53981,0
785534,9174
340038,0
379658,7123
993089,10389
387689,3530
152605,6130
861549,4678
47053,7102
490947,3667
303601,4665
699039,13422
1009412,6543
231859,3142
498238,0
152853,8171
119981,5229
925929,4204
374679,7982
280448,7976
567758,0
874365,9380
881714,11752
409290,9342
207320,0
708352,4247
718847,2438
479031,15655
53342,6605
119280,0
101860,7060
22070,9155
314826,5246
620326,4000
66020,8038
91899,5706
532212,4031
897080,4208
888826,6711
579788,0
733575,8155
148634,0
744545,5670
35918,3353
661935,0
454115,6397
170100,0
199192,4556
369637,6712
554882,0
67267,6104
403244,3972
282764,6314
27372,10168
1009746,0
161642,0
707870,0
785588,0
211273,7709
330746,0
543678,4155
860,5603
360713,16603
269570,5896
335659,8634
34000,6163
759374,0
456794,0
972993,4550
980671,0
311648,5847
1013009,3582
189461,2009
777748,0
386711,6613
541115,8843
7391,2064
835926,0
489070,7504
711099,4917
159994,6037
21693,0
705792,10267
328787,5232
380176,8824
759677,6246
659813,0
747781,0
1003075,2866
659872,4943
246422,10574
272046,5972
699221,10711
872415,13962
862932,10192
841231,0
293481,6479
61983,5767
166588,6748
147881,5775
512207,13096
83629,6457
986176,0
154042,9346
428748,15938
129812,8558
80212,1825
377691,0
683335,2737
301019,6940
717626,15790
812482,5899
1014160,0
845313,6586
590180,8669
547531,6835
125437,6201
183332,8707
32842,0
77036,6511
988186,7369
885477,10155
924272,7287
252616,0
32734,0
849937,7479
572514,4651
230142,0
919530,0
294839,0
307475,0
92542,7341
859009,5183
514954,9321
429602,5104
799550,3631
735476,0
894445,6008
796884,5917
970684,0
663234,9605
810247,3489
485621,0
918232,7982
650667,7655
623547,6590
484080,0
5702,7106
338930,9784
358603,0
186460,0
689523,4011
330598,8297
478861,14395
497979,6702
509299,6745
348274,7201
467224,14959
98373,10203
4332,3652
763065,0
1008341,5323
513454,6597
785675,7210
935308,11315
595105,5054
580268,8171
925604,5386
231329,0
41070,0
215446,6893
659816,5345
906243,3453
596575,5123
665,5447
474544,4430
347140,0
488774,0
804122,6255
906845,14329
676748,0
21392,0
499224,3838
420525,0
912525,0
293856,0
78963,6395
363315,4302
170369,7385
747857,10940
508306,2434
648516,10359
804293,0
506862,0
564434,1824
503503,6953
516120,4634
183239,7000
272353,6194
906995,9826
20811,4598
187846,5158
745637,4824
968553,8099
343296,5933
604103,3491
171866,8417
379667,9754
766263,1262
86919,0
49390,6350
278737,0
125994,6605
457466,0
261669,4479
715562,4220
503524,5007
576129,0
66895,5893
287227,7991
903116,6370
289880,9174
24087,10417
216059,0
139079,9840
574915,5602
63411,6467
73646,6866
618648,4807
34654,5858
900321,3710
377790,6205
685186,6441
710041,6377
397121,5264
853078,8330
98885,5498
106961,0
864209,4368
39967,0
275728,8242
139622,10625
45817,0
357227,0
979221,3805
367184,9888
866236,10906
402279,5860
239095,1890
879158,6917
845688,8405
1001487,5088
961613,0
642130,7341
950912,6384
903651,4139
677214,8560
562623,8016
914263,2887
675104,9220
576848,0
780695,6758
432287,6676
734188,5725
278802,0
721976,8008
390846,3003
234251,0
56036,6162
152538,5099
245108,8982
43843,5837
737543,5796
580491,7410
73324,5823
62011,6158
849442,3777
830256,8499
427170,7147
596412,5906
443598,0
80095,5658
961749,7730
996775,6882
368498,4286
911866,6642
286442,10925
562678,3396
607125,8928
246744,0
96895,0
14002,10056
341832,4498
824561,9015
597743,0
335137,10242
830915,4192
860684,4153
761373,7006
642401,7108
803313,3482
608503,8944
188932,6174
482057,6380
559395,7818
371631,4307
592204,6919
235400,10071
428878,15320
160111,3486
879025,6721
115187,6891
754748,0
20453,5638
144641,0
745202,0
958461,0
513564,5368
121120,0
733394,0
991310,6622
709838,5330
20342,3991
756174,2864
231967,6123
830108,12987
716209,11141
749616,0
560977,10343
379124,9787
759222,5160
671857,10377
337150,6685
257326,0
125987,11516
699259,0
54880,6258
635301,16683
571982,5658
426508,0
570005,5293
817391,0
93224,5371
820821,7189
762307,4551
420029,3304
209434,2961
1007941,0
810824,6352
160743,6835
454001,8403
830265,5719
148397,6458
506074,6380
870964,2817
17040,8335
245426,10497
311512,6230
694292,0
484179,4149
26549,5050
516123,4920
405504,8231
791345,6494
891943,7127
729970,4720
66706,5388
284998,0
131090,9617
201814,8712
523621,3462
352338,9683
24864,7408
631203,7649
71160,2378
793373,0
142606,9992
440133,0
607986,0
916991,8293
998900,3747
253687,6608
121873,0
542313,20574
442748,4872
701573,6518
1007164,4739
617725,10518
187507,2864
86481,0
864689,3828
896735,4518
964392,8344
798603,8883
626074,3309
735211,4688
983853,7741
652252,3716
111421,7575
949042,6914
992649,0
440469,9375
937308,5480
68732,8801
276133,6411
653271,6382
39822,6560
801589,0
346736,10760
240363,3500
833380,0
821775,5035
769953,6456
730460,0
357906,4253
938550,5111
335874,4699
810040,6951
85938,0
342964,6688
412488,0
944518,3886
335487,7076
476233,14639
944127,4500
645066,0
87871,7384
112091,0
947196,0
174680,4166
494644,0
881600,12464
448819,0
393893,4907
12158,0
350623,0
207388,7315
590713,2741
801855,9911
587951,4604
288270,7342
136322,5275
217893,0
164764,5360
507151,3074
947577,5446
10119,6350
373549,0
625892,8069
772954,6991
514,5397
62885,9390
897751,14603
609062,7081
977683,9967
869667,5413
777781,7201
102028,7769
956040,6566
645442,9905
865382,4487
555073,4696
598462,4085
206513,11259
275027,0
814368,8575
272728,7931
751754,0
805865,5339
943080,4575
475782,5493
864663,4341
901080,4689
417436,6803
141137,5576
733024,5450
606553,8015
995461,0
479907,10796
836636,8251
62046,6307
909770,6555
182347,6665
679301,7520
734430,10050
634096,6345
76950,6665
995264,11705
295064,8960
634972,0
624932,8022
963615,6576
33713,6217
831339,8678
775934,0
673349,8638
241816,4361
853443,7171
133347,7454
637108,0
361123,8412
244406,9967
615352,8762
60526,0
848966,6051
682649,4626
597879,2221
595801,9024
19901,3136
143451,8889
193821,0
953924,9031
982536,4339
637716,5472
178721,2147
499979,3516
67752,0
691052,6639
513294,7373
981201,2613
630286,3498
722779,0
871626,5744
428899,8233
518100,4922
37469,6649
764080,5958
660610,10005
900303,7519
803775,0
437232,11057
444803,0
250050,9949
863189,7699
246402,6367
671278,7470
535863,5959
787482,3692
97513,8630
337750,6494
822766,9576
257780,5576
610944,5021
191022,18847
178725,4092
497994,4751
884729,0
688897,7528
108563,5932
693479,3031
306715,0
346521,12074
251085,1992
368543,0
902490,5328
565241,8730
16818,10181
947351,10627
782039,0
353792,9677
369890,2572
450524,9212
979480,4073
456238,3678
325170,11101
273044,4218
358689,5277
391422,8383
90700,8225
90791,7012
31230,0
880479,4422
893186,8379
620048,3057
949718,3371
811416,4553
886569,7845
310175,0
725675,0
975495,7023
628008,5515
724436,3946
1177,4821
30862,7259
600063,6455
428217,12764
988987,6065
820757,5910
1011712,4337
587413,0
941163,12680
880131,0
761311,6526
84548,0
122976,0
224590,8725
2280,15689
267976,6319
188348,2430
761880,5005
160154,4263
751226,4385
32459,9346
1017033,3981
923248,6244
156423,10608
525819,0
295747,6055
833207,0
257409,9036
792632,7223
74140,8964
408624,7858
496191,0
658503,6667
322365,11672
663085,8950
934773,6186
491278,10016
777940,5952
51602,8068
474620,0
188073,2162
439003,3894
835009,4773
25567,2689
20050,5307
847707,1929
328256,6632
28163,9537
940663,6791
175891,10791
14261,7856
522545,3518
421551,4144
943938,4683
619829,4281
139781,7605
623838,0
106005,0
762411,2023
984076,6065
172147,0
956920,7501
707667,2846
711122,2452
106220,3141
790633,8828
941772,13306
526797,7610
438724,5345
316783,7463
120022,4345
758819,5030
959780,8332
41083,4567
483581,2680
354006,7305
673784,8761
122345,7814
519175,4919
606873,4810
180087,7955
572585,5578
593040,0
80575,7185
453599,0
449933,0
981798,3891
141715,7738
867544,7786
107758,4952
168638,6926
278077,1880
44841,4320
519210,4376
428717,10045
704886,4950
848380,3771
520024,4809
844447,6551
1004404,13957
862790,7375
324025,4475
429952,5874
678440,10157
387032,0
127181,8448
319138,4681
460804,3984
225281,0
586614,8690
601117,0
593618,0
150278,4515
118934,3339
651435,0
404841,10056
526723,8006
56030,7822
284755,6264
572045,5377
357734,9884
161969,5521
996115,14807
640435,2932
905431,16020
641293,8148
159079,6425
265727,6249
311599,7586
721296,6115
179211,8315
750143,8850
789748,3763
31373,8391
651173,0
892932,7138
625566,11894
92543,8965
498701,0
87500,0
519045,0
58998,3291
960289,0
879866,8436
430591,5451
451684,5284
10041,0
696679,11418
353704,0
152402,5310
283592,7019
749445,6295
520708,4376
912124,8549
601714,6313
915866,0
125403,5285
110754,6140
454406,0
947789,8491
691636,9062
186442,7498
939696,5849
355017,0
36687,3514
940673,14396
794484,7232
649096,11300
470879,6143
271164,4625
715473,3329
474350,0
892780,7118
721159,4901
1001809,7144
431306,5367
197506,1835
535451,8292
575327,0
493610,0
852061,3325
467437,25611
966898,7294
339874,4003
887096,0
908884,3823
527296,0
817390,4877
1009956,4335
946589,7749
828282,8668
851663,6331
851819,4550
396744,0
1008869,0
177693,7101
319250,8932
294071,2072
37122,5160
265886,7034
496693,0
578614,4745
784442,4051
805991,3858
586652,10742
272465,4758
717815,14482
345812,16529
944138,1657
907299,0
946721,4619
204080,7168
287597,4561
934892,8590
856232,5116
258340,6038
1005264,0
900189,0
560939,8321
430059,9568
292550,0
375750,6417
809158,9032
308838,0
897706,0
581404,0
849818,11317
822635,0
688028,15443
487562,8300
104791,3565
978567,0
388288,5649
584023,6419
974506,7493
823312,7719
466325,6621
288357,9720
974934,4847
318165,8048
773373,7646
222816,0
217477,4972
756155,0
71803,4158
738497,4928
415834,8002
1001829,5157
264168,6514
848818,6669
549133,4874
503861,5919
882412,8748
82984,3853
223518,7847
594299,5080
232531,13387
290007,6566
549129,4791
834909,6186
317929,0
689015,5095
132562,6273
530471,6495
481847,6269
689913,4231
523779,6183
364575,6610
780973,0
146297,5252
289511,6500
868955,0
439924,10657
363453,0
986698,6316
800670,7177
881976,6979
545500,6700
735567,0
249930,5315
40749,4839
663662,9530
187369,11384
521991,5847
948494,7678
779418,0
718970,7557
227419,19754
266778,3746
148584,6495
822504,14683
141646,12238
699339,9345
621259,5664
743142,6032
924364,11160
89409,3812
45517,3790
739014,2898
212210,14806
276154,6387
605834,0
1095,3032
159897,6403
974528,9826
852226,6772
586891,0
277475,0
1015679,20813
805301,6210
632723,8620
517575,4910
657884,0
698358,4478
680225,9836
221581,9414
780524,0
576894,0
763104,12329
629340,7637
485624,16592
214733,4021
877551,4410
424560,7148
958125,0
617134,0
910116,4709
923855,2830
32535,9312
938349,5655
390260,6348
951237,10204
573121,4093
440614,1727
657724,6985
186868,13345
683069,4867
570775,9669
840706,5278
508247,2861
257927,5575
85943,4334
306174,5439
117816,5263
570327,9544
517782,5667
598143,6816
394080,6237
134760,3786
140167,6840
906677,3535
893802,0
261197,3403
52559,0
870428,3240
109436,5268
14478,8024
589762,6399
327906,0
956448,4237
672307,9971
200051,5651
691148,4403
360490,3521
426059,10887
812765,2833
807117,5329
269651,3811
132282,7971
483953,6517
530170,3538
620876,8476
198427,3398
290129,0
636777,11888
22553,10008
912084,6563
700356,10057
925666,4873
143105,6993
909730,4998
140267,5168
404827,14320
32514,7098
648867,9346
714355,5934
858264,6126
390643,5933
594878,4931
548651,0
583479,0
52802,2624
905974,3797
434205,4660
609114,4443
771589,0
617688,5393
468305,7053
241226,4427
342515,10077
41565,3613
13606,7045
734379,12209
932191,0
106872,7837
1016282,6590
645126,11673
237626,25921
895338,11078
87425,5606
395928,0
914714,5309
119094,4121
989968,9662
318370,4922
435133,6332
438818,6565
971554,0
581997,3661
963210,3887
725979,4136
441204,9600
539211,5237
974950,3143
184772,6723
494450,2978
377190,5603
660937,0
710742,8711
75839,17204
366358,0
775852,4534
340959,0
147003,8819
437068,24046
882098,7482
28546,0
897791,6936
976504,0
513473,0
114840,0
686940,16450
392135,9331
402090,7030
957953,8603
576664,8486
710916,4407
930601,0
603947,0
825717,6371
34958,0
12502,3261
693681,2801
586759,8550
21472,9182
657778,9306
883501,3755
708572,4408
833178,4992
876468,0
633611,7325
169259,10148
631795,8671
919534,5009
188654,5864
39818,5370
320677,6907
546115,7772
307591,5397
452931,7696
1002239,5928
1345,4066
63903,6072
633754,8148
100936,4809
342713,9069
658451,0
683711,3429
546856,7333
326799,10493
231714,0
52232,0
868475,5628
95935,2041
984045,7142
397468,12158
8408,4312
353143,10868
44844,6013
158873,2602
888810,0
525016,9691
993461,0
291375,6889
288673,5905
447882,9202
303029,11314
746659,11983
801728,0
885709,2063
559096,7028
427709,0
241709,2326
488884,5928
989990,11438
252599,5711
371454,2531
261350,6248
55346,0
257527,0
363999,5811
438606,6715
406029,5625
616457,6659
954458,4992
1014361,15717
372842,4765
806631,0
384001,9370
1002074,6520
289188,12482
821187,9524
249479,0
959233,9992
826961,3281
522727,11326
246876,11324
191059,9299
977497,7556
965998,7605
562788,9280
458429,7808
321634,9277
907909,5685
732188,0
728554,5247
375474,10087
234970,8823
265467,5321
167202,6096
736414,12584
950537,8080
368994,7592
212684,4325
530686,5062
380633,8187
767364,19065
225203,9697
975778,5737
340617,4285
10687,5306
497903,12970
949243,7416
672067,0
404931,0
522672,13084
250176,6499
859277,6550
477170,7662
649077,0
824915,8074
966923,0
139886,6325
296355,3901
424144,0
772144,6594
296338,5411
512515,12651
331741,2665
242886,3255
981113,3706
544173,9166
155298,8188
428581,0
511400,6184
990047,0
221493,5145
775260,5462
564834,8669
621225,8109
398384,6123
731060,5427
599394,6861
772211,5158
790699,9820
929927,8798
812491,0
597278,2821
597372,0
370922,4752
793993,4480
545419,4047
340322,0
613098,0
888444,5935
690870,6658
269424,8176
86099,5535
712905,4867
254151,4745
511822,13204
953957,5878
964733,6897
985263,9678
489990,3785
161440,6127
719489,7680
165005,6066
659717,5888
119467,3488
369582,8283
70415,0
924683,11390
4001,5345
775806,5885
932727,4136
17564,0
1000016,4586
745118,0
915027,4243
825080,9963
722159,0
741125,11139
621993,8994
442018,7690
266978,0
210650,7582
403694,7117
19724,3517
847229,6072
94767,10631
812616,6813
435496,5829
433151,6823
440991,0
240535,0
653101,10161
703646,3851
877106,4934
328984,6361
678612,4864
793269,8428
329443,10746
592330,8424
5203,4311
1008001,4058
719739,0
855510,5656
103170,3717
453156,6999
337810,6237
374706,8562
96536,10698
332642,5337
768317,7225
770759,13576
110003,6240
340866,5701
135787,10345
26782,4412
132828,0
390027,6580
229567,3757
561968,0
537041,3779
286457,13779
437862,4490
336795,9289
16386,7182
612266,7020
747906,10675
985396,7000
797692,4283
119134,5651
182730,5336
102403,6868
374886,7068
917652,7407
843592,8245
990412,7115
489968,0
162536,7141
331001,5774
259959,8495
432281,7503
194420,5171
112728,4252
781437,5663
303896,0
638835,3860
180842,9367
121111,6588
964060,6240
536559,4176
991338,6017
857186,5111
878751,0
94619,0
367690,8083
420553,5625
111762,0
232783,14566
354953,10363
200154,5945
109150,4999
415412,5233
766125,3482
98932,5466
1002498,7892
489263,5888
307115,8588
31566,8482
81961,6998
121802,4498
665973,0
853739,9653
777764,6696
945110,3729
377198,5413
484868,0
782057,4681
568982,8872
607714,0
594888,8237
849904,3597
885723,2655
150913,7488
453334,7900
396483,3696
545753,7404
125210,0
726903,4519
834820,5373
215793,0
